BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2012 04 12 05 2012 04 16 04 29.20   0.75   0.30  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 16 04 2012 04 19 03 29.40   1.03   0.50  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 19 03 2012 04 23 04 29.50   1.24   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 23 04 2012 04 26 04 29.70   1.52   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 26 04 2012 04 29 20 29.70   1.60   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 04 29 20 2012 05 03 04 29.50   1.51   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 03 04 2012 05 07 03 29.50   1.61   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 07 03 2012 05 10 04 29.50   1.69   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 10 04 2012 05 14 04 29.50   1.80   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 14 04 2012 05 17 03 29.50   1.98   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 17 03 2012 05 21 04 29.50   2.23   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 21 04 2012 05 24 04 29.50   2.41   0.60  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 24 04 2012 05 28 03 28.70   1.86   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 28 03 2012 05 31 04 28.90   2.24   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 05 31 04 2012 06 04 03 28.80   2.39   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 04 03 2012 06 07 03 28.80   2.57   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 07 03 2012 06 11 04 28.50   2.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 11 04 2012 06 14 03 28.10   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 14 03 2012 06 18 04 28.50   2.77   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 18 04 2012 06 21 04 28.70   3.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 21 04 2012 06 25 03 28.70   3.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 25 03 2012 06 28 04 28.70   3.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 06 28 04 2012 07 02 03 28.80   3.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 02 03 2012 07 05 03 28.80   3.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 05 03 2012 07 09 04 28.80   3.42   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 09 04 2012 07 12 03 28.50   3.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 12 03 2012 07 16 04 28.10   2.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 16 04 2012 07 19 04 28.50   3.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 19 04 2012 07 23 03 28.70   3.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 23 03 2012 07 26 04 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 26 04 2012 07 30 04 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 07 30 04 2012 08 02 00 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 02 00 2012 08 06 04 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 06 04 2012 08 09 03 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 09 03 2012 08 13 04 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 13 04 2012 08 16 05 28.10   2.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 16 05 2012 08 20 03 27.80   2.58   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 20 03 2012 08 23 04 27.80   2.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 23 04 2012 08 27 04 27.00   1.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 27 04 2012 08 30 03 27.00   1.91   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 08 30 03 2012 09 03 05 27.60   2.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 03 05 2012 09 06 03 27.50   2.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 06 03 2012 09 10 04 27.50   2.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 10 04 2012 09 13 05 27.80   2.89   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 13 05 2012 09 17 03 27.60   2.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 17 03 2012 09 20 05 27.60   2.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 20 05 2012 09 24 03 27.70   2.67   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 24 03 2012 09 27 03 27.80   2.73   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 09 27 03 2012 10 01 05 27.90   2.77   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 01 05 2012 10 04 03 27.90   2.73   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 04 03 2012 10 08 05 27.70   2.48   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 08 05 2012 10 11 05 27.60   2.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 11 05 2012 10 15 03 27.30   1.99   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 15 03 2012 10 18 05 27.60   2.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 18 05 2012 10 22 03 27.60   2.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 22 03 2012 10 25 03 27.60   2.23   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 25 03 2012 10 29 02 27.50   2.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 10 29 02 2012 11 01 03 27.10   1.68   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 01 03 2012 11 05 05 27.50   2.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 05 05 2012 11 08 03 27.60   2.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 08 03 2012 11 12 03 27.60   2.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 12 03 2012 11 15 05 27.10   1.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 15 05 2012 11 19 04 27.40   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 19 04 2012 11 22 03 27.20   1.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 22 03 2012 11 26 05 27.20   1.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 26 05 2012 11 29 03 27.20   1.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 11 29 03 2012 12 03 04 27.20   0.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 03 04 2012 12 06 05 27.10   0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 06 05 2012 12 10 03 27.10   0.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 10 03 2012 12 13 05 27.00   0.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 13 05 2012 12 17 04 26.90   0.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 17 04 2012 12 20 04 26.90   0.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 20 04 2012 12 24 05 27.10   0.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 24 05 2012 12 27 03 27.20   0.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 27 03 2012 12 31 03 27.30   0.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2012 12 31 03 2013 01 03 05 27.10  -0.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 03 05 2013 01 07 03 27.10  -0.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 07 03 2013 01 10 05 27.80   0.43   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 10 05 2013 01 14 04 28.30   0.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 14 04 2013 01 17 03 28.30   0.75   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 17 03 2013 01 21 05 28.00   0.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 21 05 2013 01 24 03 28.20   0.46   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 24 03 2013 01 28 03 28.40   0.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 28 03 2013 01 31 05 28.40   0.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 01 31 05 2013 02 04 03 28.60   0.57   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 04 03 2013 02 07 05 28.50   0.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 07 05 2013 02 11 04 28.40   0.18   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 11 04 2013 02 14 03 29.00   0.70   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 14 03 2013 02 18 05 28.60   0.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 18 05 2013 02 21 04 28.80   0.36   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 21 04 2013 02 25 03 28.90   0.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 25 03 2013 02 28 05 28.40  -0.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 02 28 05 2013 03 04 03 28.50  -0.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 04 03 2013 03 07 05 28.30  -0.43   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 07 05 2013 03 11 04 29.00   0.18   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 11 04 2013 03 14 03 29.20   0.32   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 14 03 2013 03 18 05 29.20   0.34   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 18 05 2013 03 21 03 29.40   0.58   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 21 03 2013 03 25 03 29.40   0.63   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 25 03 2013 03 28 05 29.30   0.57   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 03 28 05 2013 04 01 03 29.30   0.62   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 01 03 2013 04 04 05 29.30   0.66   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 04 05 2013 04 08 04 28.80   0.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 08 04 2013 04 11 03 28.80   0.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 11 03 2013 04 15 04 28.80   0.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 15 04 2013 04 18 04 28.70   0.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 18 04 2013 04 22 03 28.70   0.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 22 03 2013 04 25 04 28.60   0.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 25 04 2013 04 29 03 28.20   0.07   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 04 29 03 2013 05 02 03 28.30   0.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 02 03 2013 05 06 04 28.00   0.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 06 04 2013 05 09 03 28.20   0.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 09 03 2013 05 13 04 28.30   0.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 13 04 2013 05 16 04 28.40   0.76   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 16 04 2013 05 20 03 28.40   1.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 20 03 2013 05 23 04 28.30   1.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 23 04 2013 05 27 03 28.30   1.34   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 27 03 2013 05 30 03 28.30   1.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 05 30 03 2013 06 03 04 27.90   1.36   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 03 04 2013 06 06 03 27.90   1.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 06 03 2013 06 10 04 27.70   1.59   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 10 04 2013 06 13 04 27.60   1.68   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 13 04 2013 06 17 03 27.60   1.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 17 03 2013 06 20 04 27.00   1.28   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 20 04 2013 06 24 03 27.10   1.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 24 03 2013 06 27 03 27.10   1.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 06 27 03 2013 07 01 04 27.30   1.77   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 01 04 2013 07 04 03 27.30   1.82   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 04 03 2013 07 08 04 27.30   1.88   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 08 04 2013 07 11 04 27.40   2.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 11 04 2013 07 15 03 27.40   2.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 15 03 2013 07 18 04 27.20   1.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 18 04 2013 07 22 03 27.20   1.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 22 03 2013 07 25 03 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 25 03 2013 07 29 04 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 07 29 04 2013 08 01 03 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 01 03 2013 08 05 04 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 05 04 2013 08 08 04 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 08 04 2013 08 12 03 27.10   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 12 03 2013 08 15 04 26.70   1.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 15 04 2013 08 19 03 26.80   1.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 19 03 2013 08 22 03 26.90   1.69   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 22 03 2013 08 26 04 26.90   1.74   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 26 04 2013 08 29 03 26.90   1.78   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 08 29 03 2013 09 02 05 26.90   1.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 02 05 2013 09 05 04 27.40   2.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 05 04 2013 09 09 03 27.40   2.42   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 09 03 2013 09 12 05 27.20   2.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 12 05 2013 09 16 03 27.20   2.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 16 03 2013 09 19 05 27.00   2.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 19 05 2013 09 23 03 26.70   1.69   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 23 03 2013 09 26 03 27.00   1.95   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 26 03 2013 09 30 05 27.00   1.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 09 30 05 2013 10 03 03 27.00   1.86   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 03 03 2013 10 07 03 27.10   1.91   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 07 03 2013 10 10 05 27.00   1.77   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 10 05 2013 10 14 03 27.30   2.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 14 03 2013 10 17 05 26.80   1.49   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 17 05 2013 10 21 03 27.30   1.96   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 21 03 2013 10 24 03 27.30   1.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 24 03 2013 10 28 05 27.40   2.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 28 05 2013 10 31 03 27.10   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 10 31 03 2013 11 04 03 27.10   1.67   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 04 03 2013 11 07 05 26.90   1.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 07 16 2013 11 11 03 26.60   1.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 11 03 2013 11 14 05 26.60   1.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 14 05 2013 11 18 03 26.60   0.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 18 03 2013 11 21 03 26.60   0.86   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 21 03 2013 11 25 05 26.80   0.90   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 25 05 2013 11 28 03 27.10   1.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 11 28 03 2013 12 02 03 27.00   0.82   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 02 03 2013 12 05 05 27.10   0.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 05 05 2013 12 09 04 27.40   0.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 09 04 2013 12 12 05 27.30   0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 12 05 2013 12 16 03 27.40   0.67   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 16 03 2013 12 19 04 27.40   0.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 19 04 2013 12 23 05 27.30   0.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 23 05 2013 12 26 03 27.40   0.42   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 26 03 2013 12 30 05 28.00   0.91   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2013 12 30 05 2014 01 02 05 28.00   0.84   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 02 05 2014 01 06 04 27.90   0.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 06 04 2014 01 09 05 27.70   0.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 09 05 2014 01 13 03 27.90   0.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 13 03 2014 01 15 22 28.20   0.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 16 22 2014 01 20 05 28.50   0.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 20 05 2014 01 23 03 28.50   0.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 23 03 2014 01 27 05 28.40   0.58   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 27 05 2014 01 30 04 28.90   1.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 01 30 04 2014 02 03 03 29.30   1.29   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 03 03 2014 02 06 05 29.00   0.91   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 06 05 2014 02 10 03 28.90   0.71   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 10 03 2014 02 13 03 28.90   0.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 13 03 2014 02 17 05 29.10   0.74   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 17 05 2014 02 20 03 29.60   1.18   0.70  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 20 03 2014 02 24 05 29.20   0.69   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 24 05 2014 02 27 04 29.20   0.63   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 02 27 04 2014 03 03 03 29.20   0.55   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 03 03 2014 03 06 05 28.60  -0.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 06 05 2014 03 10 03 29.00   0.20   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 10 03 2014 03 13 03 29.30   0.44   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 13 03 2014 03 17 04 29.20   0.33   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 17 04 2014 03 20 03 29.40   0.56   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 20 03 2014 03 24 05 29.20   0.42   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 24 05 2014 03 27 04 29.30   0.55   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 27 04 2014 03 31 03 29.10   0.41   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 03 31 03 2014 04 03 04 29.30   0.65   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 03 04 2014 04 07 03 29.50   0.90   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 07 03 2014 04 10 03 29.60   1.04   0.70  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 10 03 2014 04 14 04 29.20   0.69   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 14 04 2014 04 17 03 29.20   0.75   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 17 03 2014 04 21 05 29.40   1.06   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 21 05 2014 04 24 04 29.40   1.14   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 24 04 2014 04 28 03 29.40   1.25   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 04 28 03 2014 05 01 04 29.70   1.63   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 01 04 2014 05 05 03 29.70   1.73   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 05 03 2014 05 08 04 29.70   1.81   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 08 04 2014 05 12 04 29.70   1.92   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 12 04 2014 05 15 03 29.70   2.00   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 15 03 2014 05 19 04 29.70   2.25   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 19 04 2014 05 22 04 29.70   2.43   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 22 04 2014 05 26 05 29.70   2.67   0.80  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 26 05 2014 05 29 04 28.80   1.96   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 05 29 04 2014 06 02 03 28.80   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 02 03 2014 06 05 04 29.00   2.59   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 05 04 2014 06 09 04 29.00   2.83   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 09 04 2014 06 12 03 29.00   3.02   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 12 03 2014 06 16 04 28.40   2.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 19 03 2014 06 23 04 29.00   3.33   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 23 04 2014 06 26 04 29.00   3.38   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 26 04 2014 06 30 03 28.60   3.05   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 06 30 03 2014 07 03 04 29.20   3.70   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 03 04 2014 07 07 04 29.20   3.77   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 07 04 2014 07 10 03 28.90   3.52   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 10 03 2014 07 14 04 28.70   3.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 14 04 2014 07 17 03 28.70   3.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 17 03 2014 07 21 04 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 21 04 2014 07 24 04 28.40   3.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 24 04 2014 07 28 03 28.40   3.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 28 03 2014 07 31 04 28.30   3.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2014 07 31 04 2014 08 04 03 28.40   3.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
