BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2005 07 09 02 2005 07 12 01 27.90   2.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 07 12 01 2005 07 16 01 27.90   2.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 07 16 01 2005 07 19 00 27.90   2.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 07 19 00 2005 07 23 01 27.90   2.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 07 23 01 2005 07 26 00 27.80   2.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 07 26 00 2005 07 30 01 27.00   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 07 30 01 2005 08 02 01 27.00   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 02 01 2005 08 06 02 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 06 02 2005 08 09 01 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 09 01 2005 08 13 00 27.50   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 13 00 2005 08 16 01 27.30   2.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 16 01 2005 08 20 01 27.40   2.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 20 01 2005 08 22 23 27.40   2.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 22 23 2005 08 27 00 27.30   2.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 27 00 2005 08 30 00 27.20   2.09   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 08 30 00 2005 09 02 23 27.40   2.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 02 23 2005 09 06 00 27.20   2.18   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 06 00 2005 09 09 22 27.20   2.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 09 22 2005 09 12 23 27.40   2.46   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 12 23 2005 09 17 00 27.40   2.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 17 00 2005 09 19 23 27.40   2.45   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 19 23 2005 09 23 23 26.80   1.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 23 23 2005 09 27 00 26.70   1.64   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 27 00 2005 09 30 23 26.70   1.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 09 30 23 2005 10 04 00 26.70   1.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 04 00 2005 10 08 00 26.10   0.89   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 08 00 2005 10 10 23 26.60   1.37   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 10 23 2005 10 14 23 26.50   1.21   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 14 23 2005 10 18 00 26.30   0.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 18 00 2005 10 22 01 26.50   1.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 22 01 2005 10 25 00 26.30   0.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 25 00 2005 10 28 23 26.10   0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 10 28 23 2005 11 01 01 26.00   0.59   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 01 01 2005 11 05 00 26.00   0.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 05 00 2005 11 08 00 26.00   0.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 08 00 2005 11 11 23 26.40   0.93   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 11 23 2005 11 14 22 26.10   0.61   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 14 22 2005 11 18 23 26.10   0.48   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 18 23 2005 11 22 05 26.50   0.72   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 22 05 2005 11 26 00 26.50   0.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 26 00 2005 11 28 23 26.50   0.48   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 11 28 23 2005 12 03 05 26.20  -0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 03 05 2005 12 06 00 26.20  -0.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 06 00 2005 12 09 23 26.60   0.14   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 09 23 2005 12 13 05 26.70   0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 13 05 2005 12 17 00 25.80  -0.95   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 17 00 2005 12 19 23 26.80   0.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 19 23 2005 12 24 00 27.00   0.07   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 24 00 2005 12 27 00 26.70  -0.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 27 00 2005 12 30 21 26.80  -0.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2005 12 30 21 2006 01 03 00 26.90  -0.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 03 00 2006 01 07 00 26.90  -0.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 07 00 2006 01 10 01 26.80  -0.57   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 10 01 2006 01 14 00 27.00  -0.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 14 00 2006 01 16 23 27.30  -0.23   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 16 23 2006 01 21 05 27.00  -0.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 21 05 2006 01 24 00 27.10  -0.64   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 24 00 2006 01 27 23 27.50  -0.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 27 23 2006 01 31 05 27.90  -0.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 01 31 05 2006 02 04 00 28.00  -0.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 04 00 2006 02 06 23 27.70  -0.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 06 23 2006 02 10 23 27.70  -0.49   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 10 23 2006 02 14 00 28.10  -0.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 14 00 2006 02 18 01 28.40   0.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 18 01 2006 02 20 23 28.80   0.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 20 23 2006 02 25 00 28.80   0.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 25 00 2006 02 28 01 29.10   0.51   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 02 28 01 2006 03 04 00 29.00   0.33   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 04 00 2006 03 07 00 29.00   0.27   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 07 00 2006 03 11 04 29.50   0.68   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 11 04 2006 03 14 00 28.30  -0.58   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 14 00 2006 03 17 23 29.40   0.53   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 17 23 2006 03 21 05 29.80   0.98   0.90  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 21 05 2006 03 25 00 29.90   1.13   1.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 25 00 2006 03 27 23 29.70   0.95   0.80  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 03 27 23 2006 04 01 05 29.60   0.92   0.70  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 01 05 2006 04 04 00 29.60   0.96   0.70  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 04 00 2006 04 07 23 28.70   0.10   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 07 23 2006 04 11 00 28.80   0.25   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 11 00 2006 04 15 00 28.80   0.30   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 15 00 2006 04 17 23 28.60   0.15   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 17 23 2006 04 22 00 28.40   0.09   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 22 00 2006 04 25 00 28.30   0.07   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 25 00 2006 04 29 01 28.50   0.37   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 04 29 01 2006 05 02 00 28.20   0.15   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 02 00 2006 05 06 00 28.20   0.26   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 06 00 2006 05 08 23 28.10   0.21   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 08 23 2006 05 13 00 28.00   0.25   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 13 00 2006 05 16 00 28.00   0.36   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 16 00 2006 05 19 23 28.10   0.65   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 19 23 2006 05 23 00 28.20   0.99   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 23 00 2006 05 26 23 28.10   1.07   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 26 23 2006 05 29 23 28.10   1.26   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 05 29 23 2006 06 03 00 28.10   1.56   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 03 00 2006 06 05 23 28.10   1.69   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 05 23 2006 06 10 00 28.10   1.99   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 10 00 2006 06 13 00 28.10   2.18   0.00  0.50   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 13 00 2006 06 16 23 27.80   2.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 16 23 2006 06 20 00 27.80   2.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 20 00 2006 06 24 00 27.80   2.15   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 24 00 2006 06 27 01 27.70   2.10   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 27 01 2006 07 01 00 27.80   2.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 06 27 01 2006 07 01 00 27.80   2.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 01 00 2006 07 04 00 27.80   2.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 04 00 2006 07 07 23 27.90   2.47   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 07 23 2006 07 11 00 27.90   2.53   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 11 00 2006 07 15 01 27.70   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 15 01 2006 07 18 01 27.70   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 18 01 2006 07 22 00 27.70   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 22 00 2006 07 24 23 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 24 23 2006 07 28 23 27.50   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 07 28 23 2006 08 01 00 27.50   2.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 01 00 2006 08 05 01 27.70   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 05 01 2006 08 07 23 27.80   2.50   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 07 23 2006 08 12 00 27.60   2.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 12 00 2006 08 15 01 28.00   2.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 15 01 2006 08 19 00 28.10   2.85   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 19 00 2006 08 22 00 28.10   2.89   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 22 00 2006 08 25 23 28.00   2.83   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 25 23 2006 08 29 00 28.00   2.88   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 08 29 00 2006 09 01 23 27.20   2.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 01 23 2006 09 04 23 27.20   2.16   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 04 23 2006 09 09 00 27.60   2.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 09 00 2006 09 11 23 27.60   2.65   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 11 23 2006 09 16 00 27.60   2.69   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 16 00 2006 09 18 23 26.90   1.96   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 18 23 2006 09 23 01 27.40   2.39   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 23 01 2006 09 26 00 27.60   2.55   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 26 00 2006 09 29 23 27.60   2.51   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 09 29 23 2006 10 03 05 27.70   2.56   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 03 05 2006 10 07 00 27.90   2.71   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 07 00 2006 10 09 23 27.90   2.68   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 09 23 2006 10 14 05 26.60   1.31   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 14 05 2006 10 17 00 26.60   1.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 17 00 2006 10 20 23 26.50   1.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 20 23 2006 10 24 05 27.20   1.84   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 24 05 2006 10 28 00 27.20   1.82   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 28 00 2006 10 30 23 27.20   1.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 10 30 23 2006 11 03 22 27.20   1.78   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 03 22 2006 11 06 23 27.10   1.66   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 06 23 2006 11 11 04 27.10   1.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 11 04 2006 11 13 22 27.20   1.71   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 13 22 2006 11 17 23 27.20   1.62   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 17 23 2006 11 21 05 26.80   1.06   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 21 05 2006 11 25 00 27.10   1.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 25 00 2006 11 27 23 27.10   1.12   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 11 27 23 2006 12 02 04 27.20   1.02   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 02 04 2006 12 05 00 26.90   0.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 05 00 2006 12 08 23 27.40   0.98   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 08 23 2006 12 12 04 27.40   0.82   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 12 04 2006 12 16 00 27.40   0.67   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 16 00 2006 12 18 23 27.00   0.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 18 23 2006 12 23 00 27.40   0.49   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 23 00 2006 12 26 00 27.30   0.32   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 26 00 2006 12 30 05 27.50   0.41   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2006 12 30 05 2007 01 01 22 27.90   0.76   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 01 22 2007 01 05 23 27.50   0.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 05 23 2007 01 09 05 28.20   0.85   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 09 05 2007 01 13 00 28.80   1.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 13 00 2007 01 15 23 29.20   1.70   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 15 23 2007 01 20 05 29.10   1.47   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 20 05 2007 01 23 00 29.00   1.29   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 23 00 2007 01 26 23 29.00   1.21   0.10  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 26 23 2007 01 30 05 28.70   0.80   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 01 30 05 2007 02 03 00 28.80   0.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 03 00 2007 02 05 23 29.20   1.14   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 05 23 2007 02 10 00 29.50   1.31   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 10 00 2007 02 13 00 29.50   1.23   0.60  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 13 00 2007 02 17 05 29.60   1.24   0.70  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 17 05 2007 02 20 00 29.60   1.18   0.70  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 20 00 2007 02 23 23 29.10   0.61   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 23 23 2007 02 27 05 29.10   0.53   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 27 05 2007 03 03 00 29.20   0.55   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 02 27 05 2007 03 03 00 29.20   0.55   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 03 00 2007 03 05 23 29.20   0.51   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 05 23 2007 03 09 23 28.70  -0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 09 23 2007 03 13 00 29.10   0.24   0.20  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 13 00 2007 03 16 23 28.70  -0.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 16 23 2007 03 20 04 29.20   0.36   0.30  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 20 04 2007 03 24 00 29.30   0.52   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 24 00 2007 03 26 23 29.40   0.64   0.50  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 26 23 2007 03 30 22 29.30   0.59   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 03 30 22 2007 04 03 00 29.30   0.65   0.40  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 03 00 2007 04 07 05 28.80   0.20   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 07 05 2007 04 09 22 28.80   0.22   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 09 22 2007 04 13 23 28.70   0.17   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 13 23 2007 04 17 05 28.80   0.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 17 05 2007 04 21 00 28.60   0.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 21 00 2007 04 23 23 28.40   0.11   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 23 23 2007 04 28 04 28.40   0.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 28 04 2007 05 01 00 28.40   0.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 04 28 04 2007 05 01 00 28.40   0.33   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 01 00 2007 05 03 00 28.40   0.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 03 00 2007 05 07 05 28.20   0.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 07 05 2007 05 10 00 28.10   0.27   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 10 00 2007 05 13 23 27.10  -0.65   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 13 23 2007 05 17 04 27.50  -0.08   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 17 04 2007 05 21 00 27.30  -0.03   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 21 00 2007 05 23 23 27.20  -0.01   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 23 23 2007 05 28 00 27.30   0.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 28 00 2007 05 31 00 27.60   0.88   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 05 31 00 2007 06 04 05 27.00   0.53   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 04 05 2007 06 07 00 26.80   0.51   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 07 00 2007 06 11 00 26.80   0.75   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 11 00 2007 06 14 05 27.10   1.24   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 14 05 2007 06 18 00 27.00   1.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 18 00 2007 06 21 00 27.00   1.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 21 00 2007 06 25 04 27.50   1.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 25 04 2007 06 28 00 27.50   1.92   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 28 00 2007 07 01 23 27.40   1.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 06 28 00 2007 07 01 23 27.40   1.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 01 23 2007 07 05 04 27.70   2.23   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 05 04 2007 07 09 00 27.80   2.40   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 09 00 2007 07 11 23 27.50   2.13   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 11 23 2007 07 16 00 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 16 00 2007 07 19 00 27.30   2.00   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 19 00 2007 07 23 04 26.60   1.30   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 23 04 2007 07 26 00 26.00   0.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 26 00 2007 07 30 00 25.90   0.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 07 30 00 2007 08 02 04 26.90   1.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 02 04 2007 08 06 00 26.90   1.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 06 00 2007 08 09 03 26.90   1.60   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 09 03 2007 08 13 04 27.00   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 13 04 2007 08 16 03 27.00   1.71   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 16 03 2007 08 20 04 26.50   1.26   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 20 04 2007 08 23 04 26.90   1.70   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 23 04 2007 08 27 03 26.90   1.75   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 27 03 2007 08 30 05 26.90   1.79   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 08 30 05 2007 09 03 03 26.40   1.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 03 03 2007 09 06 03 26.40   1.38   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 06 03 2007 09 10 05 26.90   1.94   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 10 05 2007 09 13 03 26.80   1.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 13 03 2007 09 17 02 26.80   1.87   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 17 02 2007 09 20 04 26.60   1.63   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 20 04 2007 09 24 03 26.70   1.68   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 24 03 2007 09 26 23 26.40   1.35   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 26 23 2007 10 01 04 26.40   1.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 09 26 23 2007 10 01 04 26.40   1.29   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 01 04 2007 10 04 03 26.40   1.25   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
2007 10 04 03 2007 10 08 05 26.40   1.19   0.00  0.00   5.5  -87.0 Isla del Coco, Costa Rica
