BYYY BM BD BH EYYY EM ED EH  SST SSTANOM HOTSPOT  DHW   Lat    Lon Reef_Name
2005 10 10 23 2005 10 14 23 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 14 23 2005 10 18 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 18 00 2005 10 22 01 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 22 01 2005 10 25 00 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 25 00 2005 10 28 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2005 10 28 23 2005 11 01 01 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 01 01 2005 11 05 00 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 05 00 2005 11 08 00 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 08 00 2005 11 11 23 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 11 23 2005 11 14 22 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 14 22 2005 11 18 23 29.70   0.46   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 18 23 2005 11 22 05 29.60   0.44   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 22 05 2005 11 26 00 29.50   0.42   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 26 00 2005 11 28 23 29.50   0.46   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2005 11 28 23 2005 12 03 05 29.30   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 03 05 2005 12 06 00 29.30   0.42   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 06 00 2005 12 09 23 29.20   0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 09 23 2005 12 13 05 29.20   0.46   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 13 05 2005 12 17 00 29.20   0.51   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 17 00 2005 12 19 23 29.20   0.53   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 19 23 2005 12 24 00 28.80   0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 24 00 2005 12 27 00 28.80   0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 27 00 2005 12 30 21 29.30   0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2005 12 30 21 2006 01 03 00 29.00   0.42   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 03 00 2006 01 07 00 29.00   0.45   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 07 00 2006 01 10 01 29.00   0.47   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 10 01 2006 01 14 00 28.00  -0.51   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 14 00 2006 01 16 23 28.70   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 16 23 2006 01 21 05 28.60   0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 21 05 2006 01 24 00 28.60   0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 24 00 2006 01 27 23 28.80   0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 27 23 2006 01 31 05 28.50   0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 01 31 05 2006 02 04 00 28.50   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 04 00 2006 02 06 23 28.40  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 06 23 2006 02 10 23 28.20  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 10 23 2006 02 14 00 28.20  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 14 00 2006 02 18 01 28.50   0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 18 01 2006 02 20 23 28.40  -0.02   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 20 23 2006 02 25 00 28.20  -0.24   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 25 00 2006 02 28 01 28.40  -0.05   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 02 28 01 2006 03 04 00 28.40  -0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 04 00 2006 03 07 00 28.40  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 07 00 2006 03 11 04 28.40  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 11 04 2006 03 14 00 28.40  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 14 00 2006 03 17 23 27.80  -0.69   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 17 23 2006 03 21 05 28.20  -0.28   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 21 05 2006 03 25 00 28.40  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 25 00 2006 03 27 23 28.30  -0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 03 27 23 2006 04 01 05 28.20  -0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 01 05 2006 04 04 00 27.70  -0.74   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 04 00 2006 04 07 23 28.20  -0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 07 23 2006 04 11 00 28.40  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 11 00 2006 04 15 00 28.30  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 15 00 2006 04 17 23 28.50   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 17 23 2006 04 22 00 28.50   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 22 00 2006 04 25 00 28.50  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 25 00 2006 04 29 01 28.40  -0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 04 29 01 2006 05 02 00 28.40  -0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 02 00 2006 05 06 00 28.40  -0.28   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 06 00 2006 05 08 23 28.50  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 08 23 2006 05 13 00 28.40  -0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 13 00 2006 05 16 00 28.70  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 16 00 2006 05 19 23 29.00   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 19 23 2006 05 23 00 29.00   0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 23 00 2006 05 26 23 28.80  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 26 23 2006 05 29 23 29.20   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 05 29 23 2006 06 03 00 29.20   0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 03 00 2006 06 05 23 29.00   0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 05 23 2006 06 10 00 28.80  -0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 10 00 2006 06 13 00 28.80  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 13 00 2006 06 16 23 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 16 23 2006 06 20 00 29.00   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 20 00 2006 06 24 00 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 24 00 2006 06 27 01 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 27 01 2006 07 01 00 28.10  -0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 06 27 01 2006 07 01 00 28.10  -0.80   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 01 00 2006 07 04 00 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 04 00 2006 07 07 23 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 07 23 2006 07 11 00 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 11 00 2006 07 15 01 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 15 01 2006 07 18 01 29.20   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 18 01 2006 07 22 00 29.50   0.51   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 22 00 2006 07 24 23 29.10   0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 24 23 2006 07 28 23 29.40   0.33   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2006 07 28 23 2006 08 01 00 29.40   0.28   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 01 00 2006 08 05 01 29.60   0.43   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 05 01 2006 08 07 23 29.60   0.40   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 07 23 2006 08 12 00 29.90   0.64   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 12 00 2006 08 15 01 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 15 01 2006 08 19 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 19 00 2006 08 22 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 22 00 2006 08 25 23 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 25 23 2006 08 29 00 29.80   0.50   0.50  0.00   5.5  168.5 Namorik, Marshall Islands
2006 08 29 00 2006 09 01 23 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 01 23 2006 09 04 23 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 04 23 2006 09 09 00 30.20   0.90   0.90  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 09 00 2006 09 11 23 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 11 23 2006 09 16 00 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 16 00 2006 09 18 23 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 18 23 2006 09 23 01 30.00   0.70   0.70  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 23 01 2006 09 26 00 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 26 00 2006 09 29 23 30.10   0.80   0.80  0.00   5.5  168.5 Namorik, Marshall Islands
2006 09 29 23 2006 10 03 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 03 05 2006 10 07 00 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 07 00 2006 10 09 23 29.90   0.60   0.60  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 09 23 2006 10 14 05 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 14 05 2006 10 17 00 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 17 00 2006 10 20 23 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 20 23 2006 10 24 05 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 24 05 2006 10 28 00 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 28 00 2006 10 30 23 29.70   0.40   0.40  0.00   5.5  168.5 Namorik, Marshall Islands
2006 10 30 23 2006 11 03 22 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 03 22 2006 11 06 23 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 06 23 2006 11 11 04 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 11 04 2006 11 13 22 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 13 22 2006 11 17 23 29.60   0.34   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 17 23 2006 11 21 05 29.30   0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 21 05 2006 11 25 00 29.30   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 25 00 2006 11 27 23 29.30   0.24   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 11 27 23 2006 12 02 04 28.90  -0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 02 04 2006 12 05 00 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 05 00 2006 12 08 23 28.90   0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 08 23 2006 12 12 04 29.20   0.44   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 12 04 2006 12 16 00 29.20   0.51   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 16 00 2006 12 18 23 28.80   0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 18 23 2006 12 23 00 29.00   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 23 00 2006 12 26 00 29.00   0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 26 00 2006 12 30 05 28.70   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2006 12 30 05 2007 01 01 22 28.70   0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 01 22 2007 01 05 23 28.50  -0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 05 23 2007 01 09 05 28.80   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 09 05 2007 01 13 00 28.60   0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 13 00 2007 01 15 23 28.60   0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 15 23 2007 01 20 05 28.80   0.32   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 20 05 2007 01 23 00 28.80   0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 23 00 2007 01 26 23 28.80   0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 26 23 2007 01 30 05 28.80   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 01 30 05 2007 02 03 00 28.80   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 03 00 2007 02 05 23 28.80   0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 05 23 2007 02 10 00 28.40  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 10 00 2007 02 13 00 28.40   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 13 00 2007 02 17 05 28.60   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 17 05 2007 02 20 00 28.80   0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 20 00 2007 02 23 23 28.60   0.17   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 23 23 2007 02 27 05 28.60   0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 27 05 2007 03 03 00 28.60   0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 02 27 05 2007 03 03 00 28.60   0.14   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 03 00 2007 03 05 23 28.90   0.43   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 05 23 2007 03 09 23 29.00   0.52   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 09 23 2007 03 13 00 29.00   0.51   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 13 00 2007 03 16 23 28.70   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 16 23 2007 03 20 04 29.00   0.52   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 20 04 2007 03 24 00 29.00   0.53   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 24 00 2007 03 26 23 28.80   0.34   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 26 23 2007 03 30 22 28.80   0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 03 30 22 2007 04 03 00 28.80   0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 03 00 2007 04 07 05 28.80   0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 07 05 2007 04 09 22 28.80   0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 09 22 2007 04 13 23 28.80   0.39   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 13 23 2007 04 17 05 28.70   0.27   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 17 05 2007 04 21 00 28.70   0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 21 00 2007 04 23 23 28.70   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 23 23 2007 04 28 04 28.80   0.23   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 28 04 2007 05 01 00 28.80   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 04 28 04 2007 05 01 00 28.80   0.19   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 01 00 2007 05 03 00 28.70   0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 03 00 2007 05 07 05 28.70   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 07 05 2007 05 10 00 28.80   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 10 00 2007 05 13 23 28.50  -0.27   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 13 23 2007 05 17 04 28.80  -0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 17 04 2007 05 21 00 28.90   0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 21 00 2007 05 23 23 28.90   0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 23 23 2007 05 28 00 29.00   0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 28 00 2007 05 31 00 29.00   0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 05 31 00 2007 06 04 05 28.70  -0.16   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 04 05 2007 06 07 00 28.90   0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 07 00 2007 06 11 00 28.90   0.01   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 11 00 2007 06 14 05 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 14 05 2007 06 18 00 28.70  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 18 00 2007 06 21 00 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 21 00 2007 06 25 04 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 25 04 2007 06 28 00 28.80  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 28 00 2007 07 01 23 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 06 28 00 2007 07 01 23 29.10   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 01 23 2007 07 05 04 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 05 04 2007 07 09 00 29.20   0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 09 00 2007 07 11 23 28.90   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 11 23 2007 07 16 00 28.80  -0.11   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 16 00 2007 07 19 00 28.80  -0.15   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 19 00 2007 07 23 04 29.20   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 23 04 2007 07 26 00 29.10   0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 26 00 2007 07 30 00 29.00  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 07 30 00 2007 08 02 04 29.10  -0.03   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 02 04 2007 08 06 00 29.00  -0.18   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 06 00 2007 08 09 03 29.00  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 09 03 2007 08 13 04 28.90  -0.37   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 13 04 2007 08 16 03 29.00  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 16 03 2007 08 20 04 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 20 04 2007 08 23 04 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 23 04 2007 08 27 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 27 03 2007 08 30 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2007 08 30 05 2007 09 03 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 03 03 2007 09 06 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 06 03 2007 09 10 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 10 05 2007 09 13 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 13 03 2007 09 17 02 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 17 02 2007 09 20 04 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 20 04 2007 09 24 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 24 03 2007 09 26 23 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 26 23 2007 10 01 04 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 09 26 23 2007 10 01 04 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 01 04 2007 10 04 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 04 03 2007 10 08 05 29.60   0.30   0.30  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 08 05 2007 10 11 04 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 11 04 2007 10 15 03 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 15 03 2007 10 18 05 29.50   0.20   0.20  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 18 05 2007 10 22 03 29.30   0.00   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 22 03 2007 10 25 03 29.10  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 25 03 2007 10 29 05 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2007 10 29 05 2007 11 01 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 01 03 2007 11 05 03 29.40   0.10   0.10  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 05 03 2007 11 08 05 29.20  -0.10   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 08 05 2007 11 12 03 29.00  -0.30   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 12 03 2007 11 15 03 28.90  -0.40   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 15 03 2007 11 19 03 28.80  -0.42   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 19 03 2007 11 22 03 28.80  -0.36   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 22 03 2007 11 26 05 29.00  -0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 26 05 2007 11 29 03 28.90  -0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 11 29 03 2007 12 03 03 29.00   0.06   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 03 03 2007 12 06 05 29.00   0.12   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 06 05 2007 12 10 03 29.00   0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 10 03 2007 12 13 03 29.00   0.26   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 13 03 2007 12 17 05 28.90   0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 17 05 2007 12 20 03 28.80   0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 20 03 2007 12 24 05 28.60  -0.04   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 24 05 2007 12 27 05 28.40  -0.22   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 27 05 2007 12 31 03 27.90  -0.70   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2007 12 31 03 2008 01 03 05 28.20  -0.38   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 03 05 2008 01 07 03 28.20  -0.35   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 07 03 2008 01 10 03 28.20  -0.33   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 10 03 2008 01 14 05 28.30  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 14 05 2008 01 17 03 28.40  -0.09   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 17 03 2008 01 21 03 28.40  -0.08   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 21 03 2008 01 24 04 28.40  -0.07   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 24 04 2008 01 28 03 27.80  -0.66   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 28 03 2008 01 31 03 28.20  -0.25   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 01 31 03 2008 02 04 04 28.30  -0.13   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 04 04 2008 02 07 00 28.00  -0.42   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 07 00 2008 02 11 05 28.20  -0.21   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 11 05 2008 02 14 04 28.20  -0.20   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 14 04 2008 02 18 03 28.10  -0.31   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
2008 02 18 03 2008 02 21 05 28.10  -0.32   0.00  0.00   5.5  168.5 Namorik, Marshall Islands
